V_rest,V_peak,dVdt_max,Amplitude,DPA,APD80,APD50,APD30
-70.664246,27.6599,536.4236,98.32414,99.17,2.96,15.370000000000001,16.38
-84.25726,24.44928,517.2328,108.70654,99.16,4.99,15.47,16.76
-73.61126,30.40173,535.6724,104.012985,46.81,2.73,16.64,17.84
-77.128235,26.83894,509.9098,103.96718,99.17,1.8800000000000001,8.89,9.57
-72.93158,20.085459,520.089,93.01704,35.97,1.8,7.04,7.68
-74.86998,19.636137,518.70514,94.50612,99.16,2.62,9.31,10.32
-73.933784,32.62835,527.3624,106.56213,99.16,2.0300000000000002,13.88,14.59
-84.27604,26.097689,508.0845,110.373726,59.410000000000004,1.9100000000000001,9.700000000000001,10.370000000000001
-78.52589,28.3562,523.8471,106.88209,99.17,3.92,18.57,19.830000000000002
-71.63472,25.496365,517.7622,97.13109,99.15,1.3800000000000001,7.05,7.67
-74.50465,27.99893,521.8703,102.50358,99.17,2.08,12.68,13.46
-88.743614,30.812826,511.6152,119.55644,99.17,2.95,15.38,16.330000000000002
-77.20038,22.774235,519.62225,99.97461,47.25,2.36,10.51,11.28
-86.85299,27.447447,518.83344,114.30044,99.17,6.47,21.54,22.82
-71.6422,26.373354,531.1911,98.01555,50.160000000000004,2.13,12.450000000000001,13.31
-83.672325,15.926518,510.63873,99.59885,99.12,2.73,7.57,8.38
-70.320915,24.232628,527.29865,94.55354,99.17,3.5300000000000002,12.040000000000001,12.69
-75.39928,17.998327,517.983,93.397606,99.16,3.45,9.790000000000001,10.53
-72.39656,29.242376,533.80286,101.63894,99.17,4.4,18.400000000000002,19.42
-81.28756,26.974844,520.0778,108.262405,50.33,3.0100000000000002,14.52,15.64
-72.11237,26.750252,520.1668,98.862625,46.21,1.36,7.94,8.5
-75.071106,23.962765,522.409,99.033875,99.17,3.33,12.790000000000001,13.61
-76.27118,19.689459,516.2492,95.96064,98.88,2.63,8.34,8.97
-76.6212,30.285095,529.5288,106.906296,47.59,2.43,17.1,18.0
-86.09345,20.2199,515.94165,106.313354,58.34,3.77,11.870000000000001,13.15
-74.81086,24.633183,513.0147,99.444046,99.13,1.51,7.59,8.2
-84.531815,28.877167,521.2923,113.40898,42.17,4.24,19.94,21.03
-72.3144,27.040186,529.50214,99.35458,99.15,2.41,13.27,14.01
-82.993935,30.379665,516.87225,113.3736,99.17,4.76,19.43,20.44
