dVmax,ADP90,ADP50,Vreps,tdV
1.89473,100,92,-76.948,5.87955
1.39613,159,143,-76.0267,5.87955
1.99492,85,75,-79.4358,5.90955
1.98337,81,69,-77.1179,5.85955
3.33424,170,152,-85.5971,5.93955
3.33156,99,87,-86.2982,5.95955
3.0252,167,147,-84.9055,5.93955
1.09426,109,100,-74.138,5.89955
3.46277,101,87,-83.0914,5.88955
3.62468,88,76,-88.0126,5.98955
0.889507,120,111,-72.7702,5.89955
2.47583,141,129,-83.7384,5.95955
2.87457,152,141,-84.1898,5.94955
0.846621,126,118,-70.5254,5.86955
3.57965,195,186,-82.049,5.86955
0.772144,179,169,-69.9033,5.85955
2.71794,122,109,-85.3301,5.96955
1.21405,136,129,-74.3611,5.88955
2.0554,81,70,-80.8903,5.92955
0.759531,68,61,-71.6925,5.91955
1.68518,177,166,-78.1368,5.90955
3.22677,146,135,-83.7768,5.91955
1.05711,74,67,-75.5322,5.93955
2.4182,75,67,-80.006,5.89955
3.86011,225,209,-86.4778,5.93955
2.16066,78,67,-86.0443,5.99955
0.899902,98,85,-71.9593,5.86955
2.38514,131,122,-80.2872,5.90955
1.46605,184,173,-75.0098,5.85955
2.01152,82,74,-79.5761,5.91955
1.31207,144,133,-75.6141,5.88955
0.933809,190,177,-72.2944,5.86955
2.92594,144,128,-81.7083,5.87955
1.2639,202,193,-77.216,5.93955
1.4237,152,143,-73.5641,5.83955
0.67544,95,87,-69.3841,5.87955
2.01505,150,139,-81.0829,5.93955
2.37909,191,175,-80.7924,5.89955
3.09098,122,110,-82.1476,5.88955
3.40565,118,109,-83.5934,5.91955
2.41609,89,77,-83.0554,5.94955
4.06541,100,87,-87.4656,5.94955
2.00005,189,171,-78.5404,5.86955
2.28837,145,136,-78.245,5.85955
1.44246,64,53,-76.3493,5.89955
0.812506,156,143,-71.605,5.87955
0.805702,114,106,-71.7367,5.89955
3.31883,210,192,-83.2133,5.88955
2.44827,109,102,-78.1692,5.85955
1.91004,81,72,-76.0409,5.84955
2.64661,202,189,-78.2938,5.82955
0.884045,163,155,-72.4681,5.89955
1.36254,96,88,-75.5106,5.89955
2.67555,83,72,-82.6731,5.92955
1.11464,240,225,-72.5862,5.84955
0.772821,127,116,-71.4996,5.88955
1.58118,113,103,-75.2181,5.85955
1.07099,139,127,-75.0572,5.90955
2.83403,166,154,-80.2578,5.86955
0.931721,166,156,-72.4857,5.87955
0.833735,116,106,-70.347,5.85955
4.37167,167,152,-88.9535,5.96955
3.90236,146,135,-82.9467,5.86955
1.87276,196,181,-80.6069,5.92955
1.33428,118,102,-77.8923,5.92955
1.97702,203,194,-76.9735,5.85955
1.55037,148,139,-78.5818,5.92955
2.13045,163,151,-78.6413,5.87955
1.39073,163,149,-76.7016,5.89955
2.24905,140,126,-77.2596,5.83955
1.20974,155,143,-74.3423,5.86955
2.04856,105,95,-78.0928,5.87955
4.60272,137,122,-87.5592,5.92955
1.04535,170,162,-72.1066,5.86955
4.3159,143,131,-86.0796,5.91955
3.56279,116,104,-85.3902,5.93955
1.79044,98,88,-78.6627,5.90955
2.71834,131,120,-84.481,5.95955
2.87052,174,159,-81.7216,5.88955
0.720602,177,169,-72.0587,5.91955
2.51059,194,184,-79.1356,5.86955
3.71138,104,94,-84.8941,5.92955
0.975832,190,178,-71.6839,5.85955
0.96904,136,128,-72.2725,5.87955
1.84787,72,64,-77.8286,5.89955
1.35511,181,174,-73.2797,5.84955
2.18539,139,128,-84.2459,5.98955
3.29296,171,158,-84.6417,5.92955
2.1679,153,144,-77.9721,5.86955
2.52009,113,103,-78.5871,5.84955
1.78147,174,162,-80.3684,5.93955
1.14488,84,72,-72.5226,5.84955
3.71466,114,103,-82.9569,5.87955
0.951025,111,98,-73.589,5.89955
3.4296,173,163,-83.933,5.91955
1.99638,202,188,-77.1556,5.84955
0.767673,91,81,-70.006,5.86955
0.93161,125,116,-72.0426,5.87955
2.5458,204,186,-81.3572,5.89955
0.661093,73,66,-69.3323,5.88955
0.843727,138,127,-70.5304,5.85955
2.33605,143,130,-78.9913,5.85955
2.77264,189,171,-83.1676,5.91955
2.94124,163,150,-80.8418,5.86955
1.45535,227,217,-74.4213,5.85955
1.63845,186,178,-74.5455,5.84955
2.44378,150,134,-84.1893,5.95955
0.690334,135,128,-69.3584,5.87955
0.85288,195,186,-70.6299,5.85955
1.30654,129,117,-75.0339,5.87955
1.37473,203,192,-74.7067,5.85955
3.45025,214,200,-82.8859,5.88955
3.22306,181,170,-84.4874,5.92955
1.96536,142,129,-80.1855,5.91955
2.29786,93,83,-81.4803,5.92955
1.40693,172,161,-75.4495,5.87955
1.16516,171,159,-72.9898,5.84955
1.86037,157,142,-81.3867,5.94955
1.54415,174,163,-74.1614,5.82955
0.973064,94,82,-72.6722,5.87955
2.43823,136,122,-80.7877,5.88955
2.11836,134,119,-82.6873,5.94955
0.770452,99,90,-70.3089,5.87955
2.63103,191,181,-80.733,5.88955
1.02533,114,104,-71.8133,5.85955
1.12885,81,72,-74.6998,5.89955
1.62169,123,114,-77.0544,5.88955
4.18231,183,166,-88.7117,5.96955
3.6709,111,97,-88.0473,5.97955
2.68489,89,78,-80.9098,5.88955
1.42853,154,142,-76.1899,5.88955
1.53397,49,40,-77.6991,5.91955
0.898497,154,145,-72.2409,5.88955
1.93084,212,199,-80.7597,5.92955
1.43988,100,91,-74.5017,5.85955
2.38244,80,69,-81.8077,5.92955
3.76244,182,172,-83.1749,5.88955
4.68705,168,148,-87.3821,5.91955
1.89559,223,206,-81.6575,5.94955
0.985691,144,137,-71.4021,5.86955
3.02817,171,159,-80.5185,5.85955
2.69081,190,180,-82.6299,5.92955
0.818184,198,188,-72.6297,5.90955
2.70419,126,117,-85.4717,5.98955
0.599928,76,68,-69.6322,5.91955
4.23017,196,186,-86.5748,5.92955
2.61405,164,156,-77.847,5.83955
0.645445,93,84,-70.171,5.90955
3.11837,213,200,-80.683,5.85955
2.89132,152,136,-84.5426,5.93955
2.6928,176,166,-79.0413,5.84955
0.975405,173,164,-74.711,5.91955
0.795353,113,102,-70.8381,5.86955
1.63308,181,169,-76.9946,5.87955
0.797855,166,157,-71.3202,5.88955
1.07963,154,143,-75.7107,5.91955
0.743584,121,110,-69.7636,5.85955
0.710649,74,66,-70.9659,5.90955
2.26098,162,153,-78.487,5.86955
1.25412,147,134,-73.4751,5.84955
2.64137,92,82,-84.5688,5.96955
2.40944,135,125,-78.7897,5.85955
1.49986,163,153,-75.8422,5.87955
0.884481,123,115,-73.2458,5.91955
1.21064,69,60,-76.0787,5.91955
0.926897,180,167,-71.0861,5.84955
3.19472,191,180,-82.8791,5.90955
1.33649,177,169,-74.6693,5.87955
1.13038,129,116,-76.0977,5.91955
3.06336,95,81,-84.7607,5.93955
2.60269,110,102,-78.3521,5.84955
2.22867,132,120,-77.9579,5.84955
0.832993,127,113,-72.5055,5.88955
4.5731,173,160,-87.6624,5.92955
0.755091,191,179,-72.0229,5.89955
1.56336,141,130,-80.9807,5.96955
1.88716,132,122,-79.8518,5.91955
0.771204,155,147,-71.6177,5.90955
2.04077,157,146,-79.1616,5.89955
2.18404,180,165,-79.2319,5.87955
2.65819,84,73,-86.6157,5.99955
1.99408,209,196,-79.3036,5.89955
3.60691,191,175,-85.122,5.91955
1.94667,155,147,-77.711,5.88955
1.85512,88,79,-76.5579,5.86955
4.24135,155,139,-85.288,5.89955
2.05087,91,79,-81.5052,5.94955
2.75801,106,97,-82.5026,5.92955
0.757969,133,121,-69.5952,5.84955
2.20912,88,81,-78.4892,5.88955
1.98594,117,108,-76.6522,5.84955
1.53131,141,132,-74.0977,5.83955
2.46613,142,133,-79.7043,5.87955
2.73715,116,103,-86.1444,5.97955
1.03798,202,189,-73.6218,5.87955
2.14001,140,125,-77.5629,5.84955
2.52777,123,113,-82.3204,5.92955
0.938175,105,98,-72.5732,5.90955
1.09836,79,68,-73.4081,5.87955
1.67488,175,165,-78.7239,5.91955
1.26455,180,166,-73.6443,5.84955
0.86857,109,101,-71.6013,5.88955
0.786818,90,79,-70.9222,5.87955
0.691689,169,158,-70.8173,5.88955
3.62206,168,154,-83.8819,5.88955
1.31123,141,132,-76.373,5.90955
0.725389,157,147,-71.2171,5.89955
1.04288,161,145,-74.1622,5.88955
2.81599,128,119,-80.5415,5.88955
0.75107,74,67,-70.6508,5.89955
3.0351,123,113,-81.4079,5.87955
0.849022,119,108,-71.8686,5.88955
0.800732,139,129,-70.6996,5.86955
3.77579,87,74,-85.7974,5.92955
3.32269,150,138,-84.4757,5.92955
2.74373,110,101,-80.2786,5.87955
3.49394,144,131,-89.0569,5.99955
1.62933,79,67,-77.1875,5.88955
1.89499,93,84,-78.6778,5.89955
0.846693,103,93,-73.3435,5.91955
2.66866,148,137,-83.6055,5.94955
2.94953,76,66,-80.2151,5.86955
3.02919,123,114,-80.059,5.85955
1.32049,129,117,-77.8024,5.92955
1.02237,182,172,-75.0184,5.91955
2.19327,181,170,-80.3621,5.90955
1.63711,131,122,-74.8052,5.84955
3.54573,211,198,-86.2898,5.94955
1.47386,111,98,-77.9622,5.91955
1.34438,97,87,-73.9672,5.85955
2.91398,240,227,-84.7953,5.94955
2.84632,168,157,-83.3135,5.92955
2.56649,135,123,-82.2755,5.91955
2.24688,182,165,-85.6758,5.99955
1.94415,134,125,-80.3091,5.93955
2.79686,189,175,-85.5793,5.96955
1.2941,142,133,-77.4734,5.93955
3.28279,130,121,-85.3836,5.95955
2.18103,91,83,-77.4541,5.85955
0.787708,107,98,-72.311,5.90955
2.90048,144,133,-80.9651,5.87955
2.12341,180,163,-80.1886,5.89955
1.69997,175,161,-81.4234,5.95955
2.27783,182,168,-79.5083,5.87955
1.77837,125,116,-77.5254,5.88955
0.967682,141,130,-72.4263,5.87955
1.12341,174,165,-73.9818,5.88955
2.9583,181,164,-84.8431,5.93955
2.59897,230,216,-81.1839,5.88955
1.7076,126,112,-81.3074,5.95955
3.63033,159,147,-82.4781,5.86955
0.657841,145,132,-70.699,5.89955
3.27272,163,149,-82.0959,5.86955
1.58768,201,188,-77.0935,5.88955
1.39543,169,157,-76.1812,5.88955
2.27648,65,55,-77.2694,5.83955
1.84688,141,127,-78.1052,5.87955
2.77407,184,174,-78.9394,5.84955
0.987928,92,85,-75.0162,5.94955
2.03628,165,156,-83.1288,5.98955
0.942997,135,125,-73.1146,5.89955
1.40772,146,137,-78.3417,5.93955
0.766582,82,74,-70.8963,5.88955
1.53828,120,110,-75.8708,5.87955
1.59531,180,171,-75.2073,5.85955
1.82508,235,220,-79.5018,5.90955
1.29682,112,106,-75.5875,5.91955
3.70946,78,65,-87.6049,5.96955
2.0194,147,137,-78.4064,5.87955
3.28905,131,122,-83.8191,5.92955
2.6681,172,156,-84.3883,5.94955
1.05923,178,167,-72.4565,5.85955
1.30113,96,85,-77.7085,5.93955
3.15085,188,177,-82.4303,5.88955
1.20205,149,141,-75.178,5.90955
1.17682,132,121,-74.0285,5.87955
1.60672,169,158,-76.0103,5.86955
0.874088,167,155,-74.0641,5.91955
1.70028,83,74,-79.458,5.93955
1.88778,201,188,-77.6089,5.86955
0.935688,116,101,-71.3266,5.84955
1.75155,85,78,-75.6796,5.86955
1.31375,151,142,-74.8917,5.88955
1.52165,140,131,-76.9772,5.89955
3.70614,85,75,-85.2456,5.93955
1.27128,202,191,-75.893,5.89955
0.884153,139,130,-72.6907,5.89955
2.02941,244,226,-77.2507,5.84955
3.00045,152,140,-84.0651,5.92955
1.0487,153,144,-73.1001,5.87955
2.06985,152,141,-81.3846,5.93955
1.11076,164,151,-73.9515,5.87955
1.12971,172,163,-73.3417,5.87955
2.03256,194,182,-79.0114,5.88955
3.12133,128,115,-82.4144,5.89955
2.31965,162,150,-84.9927,5.98955
3.39517,182,169,-82.6961,5.87955
2.56315,195,182,-79.4656,5.85955
1.5914,67,58,-76.8619,5.88955
0.804272,123,106,-73.1557,5.90955
1.7767,156,147,-80.9786,5.95955
1.26109,154,142,-74.7741,5.87955
3.20859,123,112,-84.0716,5.92955
2.26149,178,161,-82.2477,5.92955
1.76968,167,158,-76.6675,5.86955
2.29359,126,112,-79.1491,5.86955
2.66912,156,147,-79.2256,5.85955
1.06322,139,129,-75.5513,5.91955
0.927469,156,145,-73.9982,5.90955
2.60717,207,191,-82.4935,5.90955
1.60989,114,103,-76.2785,5.87955
2.10731,138,130,-79.3932,5.89955
1.24557,111,102,-78.2205,5.95955
0.928419,181,172,-70.984,5.85955
2.18101,105,96,-78.5259,5.87955
2.59922,177,165,-78.81,5.84955
1.66607,48,42,-74.9058,5.85955
0.925856,185,176,-72.0633,5.87955
0.979263,135,123,-72.2876,5.86955
2.54637,231,218,-81.1124,5.89955
3.38086,150,134,-85.4538,5.93955
1.34413,187,178,-74.9268,5.87955
1.4913,118,111,-74.4369,5.85955
0.91427,131,121,-73.0304,5.89955
1.50763,119,108,-76.4118,5.88955
1.30916,190,181,-73.2511,5.84955
1.50755,188,179,-78.5953,5.93955
1.20838,100,93,-72.7524,5.85955
1.238,110,98,-73.5758,5.85955
2.77363,159,147,-84.7651,5.95955
1.02571,77,68,-73.4701,5.89955
1.25531,95,84,-73.3522,5.84955
2.68724,85,75,-84.2889,5.95955
2.30393,100,88,-78.4246,5.85955
0.79534,71,62,-72.1068,5.90955
3.89498,203,185,-84.7615,5.89955
2.02052,163,154,-77.8743,5.87955
1.0998,172,163,-72.8148,5.86955
4.46852,107,95,-85.311,5.89955
0.867237,151,141,-74.2722,5.92955
0.815472,129,120,-73.3094,5.92955
4.01664,92,82,-85.2824,5.91955
1.62506,138,122,-77.097,5.87955
0.994873,223,210,-73.3897,5.88955
0.893446,146,138,-71.0693,5.86955
2.56737,117,104,-82.1438,5.91955
1.67803,144,136,-78.6772,5.92955
1.26275,200,186,-73.4426,5.84955
1.18463,78,69,-72.6606,5.84955
0.968418,135,126,-73.7018,5.90955
0.784573,117,108,-71.577,5.89955
1.6194,157,147,-75.6253,5.85955
2.28321,200,187,-85.1157,5.98955
3.39328,82,73,-81.5766,5.86955
1.00485,94,84,-75.2099,5.92955
2.64287,157,140,-81.0382,5.87955
1.44867,142,132,-78.8724,5.93955
1.23262,148,136,-76.1301,5.90955
0.780254,95,84,-69.7152,5.84955
0.807163,151,137,-71.3725,5.86955
2.53802,169,157,-78.1285,5.83955
2.88564,128,118,-81.5602,5.89955
2.20584,198,187,-78.5845,5.86955
0.777216,151,143,-70.4174,5.87955
2.12767,209,192,-80.206,5.89955
0.71903,100,94,-70.8822,5.91955
2.34944,115,103,-81.6417,5.92955
0.797382,118,111,-73.154,5.92955
2.2033,187,173,-82.1014,5.93955
1.31286,185,176,-74.7087,5.87955
2.36565,136,126,-83.5277,5.96955
0.910934,144,130,-73.4513,5.89955
4.47963,134,123,-85.7368,5.90955
1.44308,134,123,-75.2162,5.86955
1.35221,44,37,-74.7861,5.88955
3.68998,174,161,-83.6074,5.88955
1.48105,171,158,-74.7924,5.84955
1.30952,119,106,-73.9721,5.85955
1.22529,192,183,-74.5675,5.88955
0.914227,89,81,-72.1359,5.88955
0.645588,198,190,-69.9714,5.90955
2.99433,100,86,-85.2388,5.95955
2.71443,81,72,-85.4511,5.98955
1.84179,144,135,-78.1905,5.89955
3.21088,238,225,-83.7732,5.91955
0.762917,164,152,-70.9641,5.87955
0.967278,140,128,-74.5951,5.91955
1.26888,107,99,-73.6344,5.86955
1.20531,123,113,-74.2667,5.87955
0.915586,115,104,-74.1837,5.91955
1.10573,120,110,-75.7257,5.91955
2.2662,176,165,-85.2547,5.99955
0.800413,87,78,-70.8351,5.87955
2.53038,182,169,-85.8174,5.98955
0.877407,151,139,-73.0637,5.89955
1.59726,136,126,-75.5726,5.86955
1.25624,87,78,-73.6511,5.85955
1.91682,108,96,-83.7879,5.99955
1.62833,166,150,-78.4693,5.90955
1.2365,146,138,-73.5001,5.86955
2.34381,102,89,-80.0286,5.88955
1.05291,64,56,-71.925,5.86955
2.21013,90,81,-76.7386,5.83955
1.90599,119,104,-85.0173,5.99955
1.55043,191,179,-74.8429,5.84955
1.64608,227,212,-81.0272,5.95955
3.24726,83,71,-81.9245,5.87955
1.26232,137,128,-73.2758,5.85955
3.34996,208,186,-82.5185,5.86955
0.88018,72,60,-73.1536,5.89955
2.48801,112,102,-81.6661,5.91955
1.53991,181,172,-76.4667,5.88955
1.51326,173,163,-75.3777,5.86955
2.0755,166,157,-77.2372,5.85955
1.18786,91,80,-72.3375,5.83955
2.90432,182,167,-83.2043,5.91955
2.71409,202,187,-85.1871,5.95955
0.984066,196,187,-73.9426,5.90955
2.16808,153,142,-84.5978,5.99955
1.23229,95,88,-75.0714,5.90955
2.74932,116,105,-82.0736,5.90955
1.44086,128,118,-78.7856,5.93955
1.5881,162,154,-75.1858,5.85955
1.34149,122,113,-76.9099,5.91955
2.22696,167,159,-81.229,5.92955
0.641068,87,78,-70.3576,5.90955
0.717167,131,120,-71.7531,5.90955
1.3451,180,168,-75.3201,5.87955
3.87933,205,192,-83.8037,5.87955
1.06126,149,141,-74.9902,5.91955
1.21369,180,165,-73.0162,5.83955
1.73914,211,196,-76.0867,5.84955
1.28006,88,77,-77.1623,5.92955
2.14186,126,117,-81.4809,5.93955
1.55307,67,56,-75.6242,5.86955
1.3824,113,104,-78.8452,5.95955
2.84166,165,146,-85.2585,5.94955
1.96742,151,139,-79.5589,5.90955
1.75496,73,60,-76.7377,5.86955
1.24157,85,72,-75.0338,5.88955
0.870903,187,179,-71.521,5.87955
1.64078,180,168,-75.733,5.85955
1.38769,80,70,-79.8553,5.97955
2.68213,72,62,-80.533,5.88955
1.90587,166,156,-79.0777,5.90955
0.866396,89,78,-71.9776,5.87955
0.98558,73,61,-72.9742,5.87955
2.70268,82,71,-83.7085,5.94955
3.26651,134,121,-83.442,5.90955
1.2984,149,139,-73.2171,5.84955
1.48994,145,134,-74.2046,5.84955
3.85023,159,146,-83.9983,5.88955
0.763344,145,134,-70.06,5.85955
1.55565,108,98,-74.4798,5.83955
1.12749,121,110,-74.6769,5.89955
3.26722,166,148,-81.8815,5.86955
2.33957,116,105,-80.4683,5.89955
1.1713,90,84,-73.829,5.88955
1.38185,90,79,-74.6229,5.85955
0.696115,184,176,-71.583,5.91955
1.59011,127,115,-78.8769,5.91955
1.58427,152,143,-76.0258,5.87955
3.44898,84,74,-83.3979,5.90955
1.2925,82,69,-75.4937,5.88955
2.12756,190,175,-80.4522,5.90955
2.58413,166,156,-78.3213,5.83955
2.28902,116,103,-76.8185,5.82955
0.852129,189,178,-72.2766,5.88955
0.712103,178,165,-71.7962,5.89955
0.839972,113,104,-73.0653,5.91955
1.58391,77,62,-80.7075,5.95955
0.79229,69,57,-73.0727,5.91955
1.63908,89,81,-75.3458,5.86955
2.83099,78,71,-79.2059,5.85955
1.27787,251,238,-73.929,5.85955
1.76729,110,102,-77.9264,5.89955
1.10428,124,115,-73.4511,5.87955
1.30144,56,49,-72.8634,5.85955
2.2231,236,221,-80.9229,5.90955
0.808527,178,170,-71.0897,5.88955
0.980078,134,125,-75.0589,5.92955
1.50305,146,138,-77.5185,5.91955
1.8752,157,146,-77.0898,5.86955
1.40855,138,126,-78.7634,5.94955
0.908703,60,51,-71.2829,5.86955
4.19763,225,211,-84.3945,5.87955
2.0895,191,180,-79.5927,5.89955
1.62511,111,101,-76.8044,5.87955
1.11416,182,174,-72.6277,5.85955
0.686132,125,117,-71.5555,5.92955
1.91528,100,87,-79.3822,5.90955
2.13551,168,155,-84.8642,5.99955
3.11446,199,184,-81.3593,5.86955
1.50894,119,111,-74.2662,5.84955
0.922115,178,167,-73.872,5.90955
1.14503,154,145,-72.2216,5.84955
0.712456,93,86,-71.4641,5.91955
1.71653,155,146,-76.4066,5.86955
3.00745,125,114,-80.4795,5.85955
1.21189,190,182,-72.2649,5.83955
1.39979,198,186,-76.133,5.88955
0.933228,110,100,-72.0939,5.87955
0.868763,140,133,-73.5671,5.92955
3.37233,148,133,-85.6286,5.93955
3.1092,208,197,-85.3266,5.95955
2.55891,197,184,-79.5519,5.85955
1.0302,137,129,-73.0354,5.87955
2.30462,212,198,-78.0291,5.84955
2.32805,188,177,-83.293,5.95955
2.78093,205,193,-82.7471,5.91955
1.08652,73,65,-72.4918,5.86955
2.93188,120,110,-84.0044,5.93955
3.51818,211,193,-83.0166,5.87955
3.52013,240,222,-83.0351,5.87955
0.83289,143,134,-72.0652,5.88955
1.67457,112,103,-77.3128,5.88955
4.50628,85,76,-88.4853,5.96955
3.13309,83,72,-87.2941,5.99955
1.55666,96,87,-75.1483,5.85955
1.48377,114,102,-76.2874,5.88955
0.701756,145,137,-69.3951,5.87955
2.22592,112,105,-77.1103,5.85955
2.66069,112,103,-79.5547,5.86955
2.88643,168,154,-84.6544,5.94955
0.84856,138,130,-71.0714,5.87955
0.669933,120,112,-70.1707,5.89955
1.06299,106,94,-71.6438,5.83955
1.35753,91,80,-78.6846,5.94955
2.0573,173,159,-81.0984,5.91955
0.947407,95,83,-72.1977,5.86955
1.00046,96,88,-74.2551,5.91955
0.985346,149,135,-72.1581,5.85955
1.38356,236,224,-76.4905,5.89955
2.20949,167,154,-84.5811,5.98955
0.843313,139,132,-70.5263,5.86955
1.30122,55,48,-73.3503,5.85955
