Model,Training Samples,Inference Time (s),MARE,MSE,R2,MARE_QoI_0,MSE_QoI_0,MARE_QoI_1,MSE_QoI_1,MARE_QoI_2,MSE_QoI_2,MARE_QoI_3,MSE_QoI_3,MARE_QoI_4,MSE_QoI_4,MARE_QoI_5,MSE_QoI_5,Training Time (s),Memory (gpu),Training Iterations,id
PCE_2,500,6.6649988174438475,0.0014583726158380618,4.545992627946079e-06,0.9999883938045013,0.000311573029794491,1.5344199156443806e-07,0.0009067446905536437,1.6413926514023792e-06,0.0009419696340898057,1.7526352938289475e-06,0.0020513095141413877,6.9257161972114286e-06,0.002155430241708099,7.613229739237859e-06,0.002383208584740944,9.189539894431421e-06,2.1550958156585693,0.0,-1,10
PCE_3,500,9.484998512268067,0.003200364835988147,2.9643395489158005e-05,0.9999180455870023,9.512320736935101e-05,1.569442512958801e-08,0.0006347769225676993,7.484875883484766e-07,0.0015531156547174923,4.187520906062562e-06,0.005080762624683472,4.625039463906922e-05,0.005495232031475615,5.421825619011933e-05,0.0063431785751152546,7.244001918621885e-05,3.295380115509033,0.0,-1,11
PCE_5,500,53.88375372886658,0.0015447549425161814,5.724928378103282e-06,0.9999846309713122,0.0003527084142879878,2.5926586485617524e-07,0.0006843570154059367,1.1809024780700326e-06,0.000779297636177174,1.085150670226749e-06,0.00227640220887328,8.869438202952229e-06,0.0024378422600803418,1.0149673666104448e-05,0.0027379221202723683,1.2805139386410063e-05,82.00370526313782,0.0,-1,12
gp_L,500,0.02979283332824707,0.005184468450005496,5.612537632299101e-05,0.9998529291023065,0.002368645032858426,8.977389787731915e-06,0.003867560365620244,2.614596242003806e-05,0.0017702636875535848,5.934903631202546e-06,0.007609351674549401,9.646865221180484e-05,0.007691224959988348,9.842062559073503e-05,0.007799764979462975,0.00010080472429643365,18.829201698303223,62.73486328125,297,13
gp_M,500,0.02043442726135254,0.0018345624363266188,7.387864578915602e-06,0.9999810054994699,0.0009107052311307612,1.3631740206208037e-06,0.001246374657616129,3.3914514179443815e-06,0.0007885136620190728,1.12398796610691e-06,0.0025451815158421412,1.1549275064522889e-05,0.002644278747695211,1.2473327307989586e-05,0.002872320803656397,1.4425971696309043e-05,121.65897345542908,39.54931640625,3948,14
gp_S,500,0.013095378875732422,0.0016083334994957848,5.589362950653135e-06,0.9999855856071734,0.0006572726429907206,7.129895290477954e-07,0.001056569616940815,2.455427308681881e-06,0.000792050276032175,1.1257798572034304e-06,0.00223634738863788,8.661889864511246e-06,0.0023402911954691487,9.433117550093058e-06,0.0025674698769039685,1.1146973594381401e-05,90.1505012512207,91.96630859375,3763,15
NN_S,500,0.0007362842559814453,0.0015743950525192692,4.9707234678615284e-06,0.99998677019989,0.0009569160637900524,1.6185111086437862e-06,0.0009323603561328728,1.584105077220547e-06,0.0006410856146617862,8.785632381503544e-07,0.0023077565692687,8.58235208115251e-06,0.002150544607124481,7.43482164826334e-06,0.002457707104137723,9.725987653738632e-06,1.3623945713043213,17.259765625,3325,16
NN_M,500,0.0005527973175048828,0.0013349711783400867,3.925935702965998e-06,0.9999891311010566,0.0004624861971780819,3.661308130781315e-07,0.000762902127270061,1.2985203234567173e-06,0.0004989063572073853,4.2367131703949545e-07,0.0020318165434107483,6.642270733298894e-06,0.002044335487526043,6.885566571877102e-06,0.0022093803574482016,7.939454459045648e-06,1.3326215744018555,17.28125,2916,17
NN_L,500,0.0006583213806152343,0.0011394239019498328,3.1147768745558687e-06,0.9999914242534608,0.0003939240654385439,2.7020487317014194e-07,0.0006025056150799166,8.077816828725031e-07,0.00033074662538810906,2.699704990023751e-07,0.0017861634087679953,5.512622935544718e-06,0.0017922693973536237,5.4016815722832274e-06,0.0019309342996708103,6.426399684462245e-06,1.5535602569580078,17.46484375,2612,18
PCE_5,1000,54.417731857299806,0.001294856523774559,4.505618415814572e-06,0.9999872288181844,0.00011208104953595433,2.7247077619280244e-08,0.0002623813556073606,2.575185621261022e-07,0.0006363078939314083,7.30229440141972e-07,0.002031489433422297,6.970909622037346e-06,0.002197570260537096,8.182512558560815e-06,0.0025293091496132376,1.0865293234401918e-05,192.94583582878113,0.0,-1,19
