V_rest,V_peak,dVdt_max,Amplitude,DPA,APD80,APD50,APD30
-77.31012,29.018124,525.62115,106.32825,99.13,3.95,18.12,19.14
-79.05003,25.669619,512.2974,104.71965,99.15,2.0100000000000002,9.870000000000001,10.620000000000001
-83.01484,23.124458,513.6481,106.1393,99.17,3.2800000000000002,11.82,12.76
-70.21083,28.52665,536.4041,98.73748,98.93,2.74,15.3,16.16
-71.77032,24.68993,521.81696,96.46025,99.17,1.78,8.73,9.42
-73.83617,26.20141,526.23785,100.037575,99.05,3.06,14.030000000000001,14.92
-70.22688,26.941158,532.1302,97.168045,98.91,2.35,12.66,13.450000000000001
-80.776245,27.861794,520.56177,108.63804,99.16,4.19,17.150000000000002,18.21
-88.08432,27.486217,515.07477,115.57054,99.17,4.97,17.36,18.52
-73.904205,29.93556,531.76056,103.83977,99.04,3.38,18.07,19.04
-76.04661,23.77796,510.82092,99.82457,99.17,1.62,7.2,7.8500000000000005
-69.96088,26.34915,531.1428,96.31003,99.10000000000001,2.21,11.73,12.49
-69.91824,24.987255,524.822,94.9055,99.14,1.6400000000000001,8.26,8.91
-78.48842,21.566973,505.9281,100.05539,99.17,1.6600000000000001,6.18,6.8100000000000005
-71.08689,26.69931,528.07263,97.7862,99.02,2.0300000000000002,11.22,11.96
-82.268906,24.968716,505.19812,107.237625,99.16,1.85,8.38,9.08
-72.06875,27.657759,524.7264,99.72651,99.08,1.74,10.49,11.19
-83.54809,23.15169,507.64084,106.699776,99.15,2.29,9.040000000000001,9.81
-83.20372,24.3714,514.82794,107.57512,99.16,3.58,13.15,14.13
-84.31712,21.348225,507.55646,105.665344,99.16,2.46,8.64,9.44
-75.07392,23.180155,515.10345,98.254074,99.14,1.85,8.09,8.78
-74.41233,28.612137,527.5174,103.02447,99.14,2.89,15.42,16.31
-75.81342,28.176239,526.2528,103.98966,99.16,3.54,16.61,17.580000000000002
-77.91862,26.120667,510.8623,104.03928,99.16,1.71,8.86,9.540000000000001
-81.37636,23.949785,512.1098,105.32614,99.16,2.5100000000000002,10.41,11.23
-86.594795,26.289223,517.27423,112.88402,99.17,5.65,18.16,19.39
-73.50253,28.27218,525.0412,101.77471,99.09,2.05,12.35,13.120000000000001
-73.636986,25.033028,511.94492,98.67001,99.15,1.3800000000000001,6.62,7.2
-74.926704,24.334621,516.1466,99.26132,99.11,1.84,8.67,9.370000000000001
-78.727806,25.426449,508.98218,104.15425,99.15,1.71,8.370000000000001,9.040000000000001
-72.01477,26.337196,529.6936,98.35197,98.71000000000001,3.04,14.23,15.11
-72.78417,27.067303,520.1023,99.85147,99.10000000000001,1.58,9.13,9.790000000000001
-69.53122,26.023886,530.22595,95.55511,99.02,1.96,10.51,11.23
-76.19318,28.514822,526.8633,104.708,99.12,3.95,17.82,18.84
-79.02764,27.933447,521.85925,106.96109,99.14,3.79,16.56,17.57
-84.106705,25.655794,513.2785,109.7625,99.16,3.25,13.05,14.0
-75.34153,29.256643,527.06744,104.598175,99.16,3.0500000000000003,16.35,17.28
-80.88821,25.065758,509.7129,105.953964,99.16,2.05,9.49,10.23
-79.10418,24.685194,507.6376,103.789375,99.16,1.7,7.84,8.51
-71.060165,26.164106,523.40875,97.22427,99.09,1.61,8.8,9.450000000000001
-78.94786,25.669321,520.562,104.61718,99.14,3.86,15.05,16.04
-79.64971,27.185608,520.2031,106.83532,99.16,3.66,15.59,16.580000000000002
-76.64773,28.706196,524.5425,105.35393,99.12,3.2,16.09,17.03
-78.926636,24.373251,515.7405,103.29989,99.13,2.61,11.15,11.99
-76.58616,27.14953,521.8066,103.73569,99.11,2.8000000000000003,13.76,14.64
-74.1411,27.060219,525.57355,101.20132,99.11,2.72,13.700000000000001,14.56
-86.38506,27.600721,517.5278,113.98579,99.16,5.46,18.76,19.98
-71.778625,28.532316,529.2081,100.31094,99.08,2.0100000000000002,12.51,13.27
-86.33925,26.951422,512.7972,113.29067,99.17,3.6,14.4,15.4
-74.09491,27.418577,522.9067,101.51349,99.09,2.08,11.78,12.55
-75.66352,25.573719,522.08466,101.23724,99.15,2.87,12.92,13.790000000000001
-72.947845,27.112719,529.3413,100.06056,98.91,3.21,15.21,16.12
-73.85654,26.506392,525.14606,100.36293,99.13,2.64,13.05,13.9
-77.32458,27.87487,521.5477,105.19945,99.15,2.86,14.41,15.3
-71.98074,29.4397,533.55164,101.42044,99.06,2.71,15.88,16.75
-81.602745,25.70035,519.72736,107.30309,99.17,4.79,16.740000000000002,17.84
-81.08573,27.46995,516.31946,108.55568,99.15,2.92,13.84,14.75
-85.5058,25.27158,517.53265,110.777374,99.16,5.49,17.330000000000002,18.54
-70.73302,28.419455,534.01105,99.15247,99.15,2.48,14.290000000000001,15.120000000000001
-74.02403,28.039743,528.30194,102.063774,99.17,3.15,15.700000000000001,16.61
-74.10935,29.638271,530.2254,103.74762,99.17,3.12,17.04,17.98
-84.50433,24.252855,515.4425,108.75719,99.15,4.24,14.33,15.39
-83.69228,23.713737,514.7855,107.40602,99.16,3.7800000000000002,13.17,14.17
-71.307304,26.403744,527.85724,97.711044,99.0,2.15,11.47,12.23
-76.33621,29.227293,527.4856,105.56351,99.10000000000001,3.98,18.54,19.57
-73.44871,26.37205,514.7969,99.820755,99.17,1.42,7.65,8.26
-71.90362,23.23625,513.4451,95.13987,99.12,1.36,5.73,6.29
-69.28958,26.079514,531.99066,95.369095,98.94,2.16,11.35,12.11
-81.36145,26.381912,515.0289,107.74336,99.17,2.85,12.85,13.74
-72.70331,29.280474,531.7308,101.98378,99.11,2.7600000000000002,15.83,16.71
-77.294136,25.046738,508.77362,102.34087,99.14,1.58,7.5200000000000005,8.16
-76.84815,23.269707,508.0144,100.11786,99.16,1.57,6.59,7.21
-74.18541,23.288422,514.3776,97.47383,99.14,1.6600000000000001,7.29,7.94
-71.700516,26.83513,527.89154,98.535645,99.05,2.2,11.96,12.73
-73.006065,27.400763,528.3193,100.40683,99.14,2.7600000000000002,14.19,15.05
-77.253815,26.68525,519.78687,103.939064,99.12,2.65,12.93,13.790000000000001
-77.32587,28.469433,524.0103,105.7953,99.15,3.49,16.53,17.51
-86.81381,28.282057,518.56665,115.09587,99.16,6.08,20.580000000000002,21.87
-83.94492,25.83529,510.51465,109.78021,99.17,2.6,11.5,12.35
-83.88142,26.621782,518.6871,110.5032,99.16,5.14,17.78,18.94
-83.80548,22.602348,511.7261,106.40783,99.15,3.0300000000000002,10.86,11.76
-84.79304,23.516117,504.85086,108.30916,99.16,2.15,8.57,9.32
-78.388916,28.441315,523.0748,106.83023,99.17,3.7600000000000002,17.01,18.01
-79.7729,24.028292,511.337,103.80119,99.16,2.13,9.290000000000001,10.05
-77.80711,25.135302,516.6907,102.94241,99.17,2.42,11.13,11.950000000000001
-77.51118,22.105434,510.27866,99.61661,99.16,1.82,7.26,7.94
-76.04648,27.125816,517.23474,103.172295,99.11,1.8800000000000001,10.57,11.31
-80.00013,25.721313,517.31494,105.72144,99.17,3.13,13.27,14.19
-72.77122,29.221165,531.5258,101.992386,99.07000000000001,2.7800000000000002,15.81,16.69
-74.43683,26.305445,524.7144,100.74227,99.07000000000001,2.86,13.52,14.38
-72.77294,27.507801,527.754,100.28075,99.16,2.45,13.3,14.120000000000001
-73.674194,25.04525,518.70026,98.719444,99.10000000000001,1.81,9.0,9.69
-72.671906,27.55753,527.05597,100.22943,99.15,2.25,12.63,13.42
-74.85455,26.677704,520.15985,101.53226,99.14,2.02,10.950000000000001,11.71
-84.75528,26.13477,512.36127,110.890045,99.16,3.13,13.0,13.94
-72.55035,22.104427,510.17477,94.65477,99.12,1.33,5.1000000000000005,5.64
-85.99628,26.395174,517.7285,112.39145,99.17,5.63,18.28,19.51
-83.82975,26.136532,511.12756,109.96628,99.17,2.66,11.88,12.74
-75.581604,25.368511,517.91437,100.95012,99.17,2.06,10.19,10.94
-74.37913,26.725075,517.2915,101.1042,99.17,1.6500000000000001,9.25,9.92
-73.33902,25.377136,512.145,98.716156,99.15,1.35,6.59,7.17
-81.24356,25.116787,517.3391,106.36035,99.17,3.68,14.040000000000001,15.030000000000001
-73.95379,28.284899,528.20276,102.238686,99.11,2.95,15.38,16.27
-76.70572,24.593275,519.6674,101.298996,99.13,2.82,12.07,12.93
-85.23093,25.697987,518.0635,110.92891,99.16,5.6000000000000005,17.87,19.09
-74.47764,28.580744,527.23083,103.05838,99.12,2.85,15.280000000000001,16.17
-79.31132,23.268885,513.124,102.5802,99.16,2.33,9.65,10.44
-73.75608,26.414066,516.40656,100.17015,99.14,1.54,8.4,9.040000000000001
-80.98612,25.581238,515.6755,106.56736,99.17,3.0100000000000002,12.780000000000001,13.69
-69.92511,27.64116,534.4171,97.56627,99.17,2.43,13.52,14.33
-73.153915,26.299952,526.57904,99.453865,99.07000000000001,2.74,13.27,14.120000000000001
-86.00436,26.472376,517.6446,112.47673,99.16,5.57,18.22,19.44
-75.67912,28.374018,527.20013,104.05314,99.10000000000001,3.77,17.35,18.35
-80.18583,22.404291,507.60422,102.59012,99.15,1.9000000000000001,7.5200000000000005,8.22
-81.883194,22.822432,508.0744,104.70563,99.15,2.13,8.47,9.21
-75.36325,26.882738,521.1904,102.24599,99.15,2.2800000000000002,12.05,12.85
-74.73815,29.005995,528.2592,103.74415,99.17,3.18,16.55,17.48
-70.28232,27.99142,535.25476,98.27374,98.96000000000001,2.7600000000000002,14.86,15.71
-71.45742,27.418787,528.8023,98.876205,99.16,2.11,12.05,12.82
-78.78562,29.382698,524.6527,108.16832,99.16,4.37,19.21,20.29
-75.67606,25.959793,517.6763,101.63586,99.14,1.99,10.25,11.0
-78.73139,26.783354,515.42896,105.51475,99.15,2.23,11.51,12.31
-76.39938,28.099323,525.647,104.4987,99.17,3.73,16.92,17.91
-80.90268,25.634249,510.8261,106.53693,99.14,2.13,10.16,10.93
-73.90484,28.755259,527.4406,102.660095,99.12,2.5300000000000002,14.5,15.35
-86.34535,25.267204,512.0123,111.61256,99.17,3.5300000000000002,13.18,14.17
-76.81097,26.527386,522.80035,103.33835,99.14,3.4,14.84,15.780000000000001
-70.033485,25.560457,526.64636,95.59394,99.08,1.75,9.22,9.9
-74.14023,29.247437,528.6756,103.387665,99.16,2.81,15.790000000000001,16.68
-69.48007,26.60161,534.07654,96.08168,98.78,2.57,13.18,13.99
-73.479195,25.723858,518.3351,99.20305,99.13,1.68,8.790000000000001,9.46
-74.03891,24.818428,514.8375,98.85734,99.13,1.58,7.69,8.33
-79.96176,28.606018,521.3725,108.56778,99.16,3.88,17.18,18.21
-85.68199,25.482561,509.82724,111.16455,99.16,2.84,11.76,12.64
-77.9379,25.037552,519.4976,102.97545,99.17,3.15,13.1,14.01
-70.496346,27.099281,533.06116,97.59563,99.07000000000001,2.71,13.96,14.8
-74.244125,23.47855,512.4016,97.72267,99.13,1.53,6.71,7.33
-82.53021,28.274052,520.71436,110.80426,99.15,5.1000000000000005,19.21,20.37
-85.152336,28.092804,518.74084,113.24514,99.15,5.44,19.32,20.53
-75.37125,24.421953,518.8643,99.7932,99.14,2.27,10.38,11.16
-80.04351,28.157816,521.93304,108.201324,99.15,4.33,17.830000000000002,18.900000000000002
-74.073296,27.87616,528.903,101.949455,99.05,3.52,16.51,17.46
-80.699974,22.999546,511.13354,103.699524,99.17,2.31,9.31,10.09
-74.68589,28.542353,528.8709,103.22824,99.14,3.64,17.32,18.3
-84.76961,26.088179,515.90234,110.85779,99.16,4.3,15.52,16.6
-86.104416,25.076376,510.9402,111.18079,99.17,3.2,12.36,13.3
-73.01546,29.221434,531.87915,102.23689,99.13,3.09,16.69,17.61
-79.9335,27.04462,514.6614,106.97812,99.17,2.34,11.96,12.780000000000001
-74.15106,26.539158,526.51996,100.690216,99.11,3.23,14.69,15.6
-84.73458,26.968323,513.2022,111.7029,99.16,3.2600000000000002,13.85,14.8
-74.43286,22.907078,514.01666,97.339935,99.13,1.69,7.23,7.88
-77.712006,28.22084,523.71484,105.932846,99.15,3.71,16.78,17.78
-73.39163,25.186737,522.4335,98.57837,99.12,2.19,10.71,11.47
-83.70292,26.12018,518.6133,109.8231,99.15,5.13,17.41,18.57
-84.55068,25.144567,511.15295,109.69525,99.15,2.89,11.83,12.72
-73.31308,26.3179,527.8893,99.63098,99.07000000000001,3.29,14.77,15.67
-75.51377,29.023865,528.26575,104.537636,99.10000000000001,3.79,18.0,19.0
-81.28438,27.588573,520.12915,108.872955,99.14,4.34,17.18,18.25
-75.512024,25.506178,522.72723,101.0182,99.11,3.0100000000000002,13.27,14.15
-70.165924,26.901358,533.15375,97.06728,98.71000000000001,2.61,13.5,14.32
-75.10683,26.935923,524.78406,102.04275,99.14,3.04,14.4,15.290000000000001
-70.651215,25.722462,528.21,96.37367,99.04,2.13,10.950000000000001,11.700000000000001
-78.406555,27.570232,523.2118,105.97679,99.14,4.17,17.21,18.25
-74.23961,25.19344,521.39703,99.433044,99.10000000000001,2.27,10.94,11.72
-82.452866,27.195324,519.2343,109.64819,99.16,4.6000000000000005,17.27,18.37
-74.37985,24.902033,519.8266,99.28188,99.10000000000001,2.1,10.13,10.89
-70.18213,26.23525,529.34283,96.41738,99.08,2.0100000000000002,10.85,11.58
-80.520744,24.560684,510.99155,105.08143,99.15,2.17,9.68,10.450000000000001
-85.347664,25.465828,510.565,110.81349,99.16,2.92,11.99,12.89
-75.17529,24.06272,517.5092,99.238014,99.13,2.07,9.44,10.18
-81.68275,23.67202,506.96967,105.35477,99.16,1.97,8.28,9.0
-75.64956,28.999542,525.5937,104.6491,99.13,2.87,15.56,16.47
-81.85206,24.735977,518.8502,106.588036,99.16,4.66,15.82,16.91
-82.28048,27.484243,520.1085,109.764725,99.15,4.88,18.12,19.25
-87.074326,25.75108,510.11603,112.82541,99.17,3.18,12.59,13.530000000000001
-85.43989,25.495525,515.5877,110.93541,99.16,4.49,15.450000000000001,16.54
-73.337524,27.875486,529.97266,101.21301,99.04,3.37,16.22,17.150000000000002
-71.87063,28.01622,532.25916,99.88685,99.16,2.99,15.44,16.32
-83.69746,27.461227,519.22144,111.15868,99.16,5.14,18.43,19.6
-71.634094,26.213022,524.04956,97.847115,99.13,1.77,9.69,10.39
-70.96631,29.34783,536.1582,100.31414,98.9,2.7800000000000002,16.11,16.98
-78.89756,26.15479,518.31116,105.05235,99.14,2.95,13.22,14.120000000000001
-79.17991,25.631907,508.18185,104.81181,99.14,1.7,8.370000000000001,9.05
-77.22149,24.475489,513.1075,101.696976,99.12,1.9000000000000001,8.85,9.56
-77.55837,25.435232,519.02637,102.99361,99.16,2.8000000000000003,12.48,13.35
-76.65118,24.35507,517.45416,101.00625,99.15,2.36,10.56,11.36
-75.46963,28.375051,527.4976,103.84468,99.09,3.74,17.32,18.3
-74.707,27.483505,523.9074,102.190506,99.16,2.45,13.14,13.96
-72.96843,24.961424,512.9045,97.929855,99.16,1.36,6.49,7.07
-76.837814,27.135365,524.5774,103.973175,99.12,3.96,16.62,17.62
-73.92503,25.880852,513.3811,99.805885,99.15,1.43,7.4,8.01
-75.20334,29.367672,528.9012,104.571014,99.09,3.62,17.96,18.94
-85.86617,23.170755,506.009,109.03693,99.17,2.42,9.21,10.01
-80.75121,27.899197,521.81775,108.650406,99.17,4.79,18.51,19.63
-80.66868,27.675276,518.1791,108.343956,99.15,3.27,14.92,15.870000000000001
-85.811,26.767712,514.0232,112.578705,99.16,3.86,14.91,15.94
-82.211426,24.138533,508.11282,106.34996,99.15,2.12,9.07,9.83
-73.7381,27.881521,526.1223,101.61962,99.10000000000001,2.42,13.42,14.24
-74.0407,26.198057,525.89667,100.23876,99.03,3.06,14.02,14.91
-73.85217,25.191504,520.1285,99.04368,99.10000000000001,1.98,9.86,10.59
-85.965355,25.187798,506.3387,111.15315,99.17,2.38,10.18,10.98
-72.93451,29.653885,532.985,102.588394,99.03,3.18,17.37,18.31
-79.48517,25.092241,512.3261,104.57741,99.17,2.12,9.93,10.69
-72.3627,29.737556,534.26624,102.10026,99.16,3.1,17.3,18.23
-71.300125,27.724113,531.94696,99.02424,98.94,2.61,14.120000000000001,14.950000000000001
-72.638466,24.509708,518.48413,97.14818,99.13,1.6600000000000001,8.01,8.67
-73.43762,28.245903,529.5124,101.683525,99.12,3.0700000000000003,15.72,16.63
-80.87198,25.418638,513.48395,106.29062,99.15,2.52,11.36,12.19
-71.585655,24.976208,523.55817,96.56186,99.11,1.8900000000000001,9.42,10.13
-73.27538,28.162392,525.08405,101.437775,99.17,2.0100000000000002,12.1,12.86
-86.52587,22.978373,505.49326,109.50424,99.17,2.46,9.15,9.950000000000001
-77.13836,29.115435,524.7526,106.25379,99.13,3.41,16.93,17.900000000000002
-82.101845,23.712048,514.8583,105.81389,99.16,3.33,12.33,13.27
-86.70481,24.864494,512.2634,111.569305,99.16,3.74,13.34,14.35
-70.66734,26.100424,528.73285,96.76777,99.07000000000001,2.13,11.22,11.97
-83.85832,27.813103,519.9591,111.671425,99.17,5.54,19.55,20.77
-79.54994,27.518732,522.5546,107.06867,99.16,4.58,17.93,19.01
-73.19913,28.701786,530.9851,101.90091,99.08,3.2,16.5,17.42
-84.24082,26.383774,518.90594,110.624596,99.17,5.49,18.27,19.47
-81.49117,27.684885,518.46515,109.176056,99.17,3.71,15.83,16.84
-74.17292,25.833208,521.9071,100.00613,99.12,2.23,11.21,11.99
-71.75107,27.11279,530.6785,98.86386,99.12,2.82,14.22,15.08
-85.329956,24.470285,507.25327,109.80024,99.16,2.43,10.03,10.84
-85.7528,25.169878,511.51334,110.922676,99.17,3.25,12.58,13.52
-74.61017,29.55116,529.0091,104.16133,99.15,3.1,16.84,17.77
-85.37868,26.59089,516.9842,111.96957,99.16,4.95,17.11,18.25
-74.95348,26.794636,523.42505,101.74812,99.16,2.61,13.11,13.96
-71.350296,24.685587,521.25903,96.03588,99.12,1.6500000000000001,8.1,8.75
-81.633255,27.135763,518.8966,108.76902,99.17,4.07,16.21,17.25
-83.10517,27.912857,517.0429,111.01803,99.15,3.79,15.97,16.990000000000002
-86.87771,28.06021,516.7491,114.93792,99.17,5.19,18.46,19.650000000000002
-72.296875,26.44567,528.40027,98.742546,99.05,2.74,13.44,14.280000000000001
-73.24669,26.871092,521.5706,100.11778,99.14,1.8,10.17,10.88
-82.725204,28.654503,519.68756,111.37971,99.16,4.5600000000000005,18.32,19.43
-70.90559,28.721191,534.79474,99.62678,98.91,2.67,15.18,16.04
-86.25221,27.73427,518.3469,113.98648,99.17,5.82,19.66,20.92
-73.924385,28.417458,524.93646,102.34184,99.11,2.14,12.81,13.6
-76.43362,27.476812,525.54456,103.91043,99.14,3.99,17.02,18.03
-85.427444,26.584494,514.2095,112.01194,99.16,3.83,14.76,15.780000000000001
-72.86743,27.910826,529.3134,100.77826,99.11,2.77,14.620000000000001,15.49
-71.84312,27.33365,528.5348,99.176765,99.13,2.24,12.49,13.27
