V_rest,V_peak,dVdt_max,Amplitude,DPA,APD80,APD50,APD30
-75.654816,27.51906,527.1406,103.173874,99.07000000000001,3.86,16.73,17.72
-83.60066,28.337887,520.9551,111.93855,99.17,5.68,20.23,21.45
-83.715294,26.371119,519.0871,110.08641,99.17,5.21,17.66,18.82
-81.9869,27.029194,521.4689,109.0161,99.17,5.46,18.96,20.13
-88.10863,28.108553,516.76447,116.21718,99.17,5.63,19.09,20.32
-74.71638,27.034824,519.9212,101.751205,99.16,1.84,10.33,11.040000000000001
-85.566574,27.893627,516.5276,113.460205,99.16,4.49,16.98,18.080000000000002
-80.17179,22.862806,508.23538,103.0346,99.17,1.9100000000000001,7.71,8.41
-79.609924,25.745958,518.88354,105.35588,99.14,3.35,13.780000000000001,14.72
-71.855644,26.745134,530.1339,98.60078,98.94,2.61,13.18,14.01
-84.553474,26.42842,516.0441,110.981895,99.15,4.14,15.36,16.4
-78.03606,26.206305,521.6548,104.24236,99.17,3.52,14.66,15.610000000000001
-74.026855,26.266464,527.21405,100.29332,98.94,3.2600000000000002,14.48,15.38
-72.803185,28.014858,529.35345,100.81804,99.16,2.46,13.65,14.47
-86.98866,24.01929,504.21707,111.00795,99.16,2.32,9.13,9.9
-73.37577,29.346004,531.36694,102.72177,99.12,2.81,15.85,16.73
-79.90408,24.73528,515.4257,104.63936,99.17,2.67,11.4,12.24
-79.74696,26.961905,520.6691,106.70887,99.15,3.8000000000000003,15.63,16.62
-84.592896,27.381311,517.6568,111.974205,99.15,4.69,17.150000000000002,18.26
-73.55009,25.108664,514.45984,98.65875,99.16,1.45,7.03,7.640000000000001
-77.33056,27.057152,519.72015,104.38771,99.16,2.48,12.58,13.41
-88.35614,24.682968,504.99976,113.03911,99.16,2.57,10.120000000000001,10.94
-84.09339,25.297312,518.58435,109.3907,99.17,5.34,17.150000000000002,18.31
-76.518135,27.680979,524.18396,104.19911,99.12,3.16,15.05,15.96
-75.75241,27.38738,523.7232,103.13979,99.17,2.72,13.700000000000001,14.56
-80.63753,25.740637,521.05225,106.37817,99.17,4.82,16.85,17.94
-82.50617,24.02431,506.7238,106.53048,99.15,2.0100000000000002,8.48,9.200000000000001
-86.10491,27.03645,517.87036,113.14136,99.17,5.54,18.44,19.650000000000002
-87.17992,27.82729,517.46893,115.0072,99.16,5.65,19.080000000000002,20.31
-78.09088,27.146654,517.5253,105.23753,99.16,2.29,11.94,12.74
-73.5915,23.41427,515.41174,97.00577,99.16,1.6,7.04,7.67
-77.97138,24.706327,512.06744,102.67771,99.13,1.86,8.66,9.36
-76.32185,24.365944,518.743,100.6878,99.16,2.42,10.69,11.49
-80.0855,26.776785,517.9189,106.86229,99.17,3.04,13.67,14.58
-76.527214,26.093271,520.3894,102.62048,99.17,2.5300000000000002,12.13,12.96
-73.497406,27.972933,528.9686,101.47034,99.04,2.7800000000000002,14.55,15.41
-81.624115,27.72185,521.6356,109.34596,99.15,5.1000000000000005,18.79,19.93
-79.35073,24.502436,515.04034,103.853165,99.16,2.49,10.77,11.58
-73.8503,27.245667,523.3693,101.09597,99.15,2.0,11.24,11.99
-78.70205,26.872839,523.5835,105.57489,99.15,4.61,17.490000000000002,18.56
-72.750885,27.844646,531.1924,100.595535,98.84,3.06,15.3,16.19
-78.68043,24.51035,517.43536,103.19078,99.15,2.81,11.75,12.61
-71.300125,29.344803,536.93634,100.64493,99.08,2.98,16.55,17.44
-85.81553,28.388477,519.7426,114.20401,99.17,6.16,20.91,22.2
-79.733505,24.681103,511.7255,104.41461,99.15,2.08,9.43,10.18
-80.9575,24.44146,515.76666,105.39896,99.15,3.09,12.200000000000001,13.11
-74.07035,22.14311,511.03296,96.21346,99.12,1.47,5.76,6.3500000000000005
-72.21832,28.951153,535.0156,101.16948,98.4,3.44,17.36,18.29
-78.59946,27.772253,521.0527,106.37171,99.17,3.15,14.86,15.790000000000001
-84.4026,26.84934,516.5787,111.251945,99.16,4.23,15.85,16.91
-74.07925,28.21626,529.5373,102.29551,98.99,3.2800000000000002,16.080000000000002,17.0
-82.97426,20.612244,505.25858,103.5865,99.16,2.06,7.05,7.76
-72.84451,28.902233,532.01447,101.74675,99.13,2.85,15.620000000000001,16.490000000000002
-73.6434,27.121275,524.7411,100.76468,99.11,2.16,11.81,12.58
-80.14218,26.268892,522.1997,106.41107,99.15,5.0,17.69,18.8
-72.507835,25.450079,525.12714,97.95792,99.08,2.19,10.8,11.56
-83.24516,27.435347,514.93866,110.68051,99.15,3.15,14.05,14.99
-83.1596,22.989338,513.1476,106.14894,99.16,3.14,11.33,12.24
-77.12905,26.505606,522.801,103.63466,99.17,3.39,14.65,15.59
-71.51548,25.703096,525.8455,97.218575,99.14,1.93,9.98,10.69
-83.57304,28.17116,518.22156,111.744194,99.15,4.3,17.11,18.18
-85.41904,25.31027,511.65372,110.72931,99.16,3.15,12.38,13.3
-85.35654,27.242533,515.0514,112.59907,99.17,3.93,15.370000000000001,16.4
-82.427864,25.610796,516.8385,108.03866,99.17,3.77,14.3,15.3
-81.12969,26.408535,514.41016,107.53822,99.17,2.58,12.08,12.93
-76.82779,29.765778,528.0508,106.59357,99.14,4.0600000000000005,19.05,20.09
-71.27698,26.925854,532.7056,98.202835,97.07000000000001,2.95,14.370000000000001,15.23
-80.67605,26.15913,516.2482,106.835175,99.17,2.89,12.81,13.700000000000001
-85.247894,24.193232,505.4827,109.441124,99.17,2.22,9.08,9.84
-75.65784,27.695488,527.2877,103.353325,99.11,3.84,16.84,17.82
-80.44154,27.31018,516.651,107.751724,99.17,2.74,13.23,14.11
-79.40863,27.849586,518.15686,107.25822,99.14,2.67,13.530000000000001,14.4
-80.234116,27.202316,518.006,107.43643,99.15,3.04,13.950000000000001,14.86
-76.91832,26.990793,515.2125,103.90911,99.14,1.8,9.94,10.65
-75.05598,28.883144,527.42896,103.93912,99.12,2.91,15.540000000000001,16.43
-73.44476,26.46128,521.81573,99.906044,99.13,1.84,9.98,10.69
-80.70033,26.402882,521.3642,107.10321,99.14,4.83,17.330000000000002,18.42
-77.80446,24.765926,509.44397,102.57039,99.14,1.6500000000000001,7.68,8.33
-74.32789,22.878683,511.65668,97.20657,99.16,1.5,6.19,6.79
-79.641266,25.482386,521.05554,105.12365,99.16,4.33,15.77,16.8
