dVmax,ADP90,ADP50,Vreps,tdV
4.73787,230,215,-87.4577,5.91955
4.33136,225,213,-87.3114,5.93955
3.78726,228,216,-87.3568,5.95955
4.00215,219,198,-87.9401,5.94955
4.73889,204,179,-88.0437,5.92955
3.16258,194,181,-87.3077,5.98955
4.31932,238,214,-87.5091,5.92955
3.55644,228,207,-87.9118,5.96955
4.39381,234,218,-87.5202,5.92955
3.50454,232,219,-87.3621,5.96955
4.46505,256,236,-87.6251,5.92955
4.27523,210,196,-87.3187,5.93955
4.3309,185,171,-87.2587,5.93955
4.41894,169,154,-87.5062,5.93955
3.10155,217,198,-87.9303,5.98955
3.13074,151,134,-87.7703,5.98955
4.0158,162,150,-87.3966,5.94955
4.59606,248,234,-87.1337,5.92955
3.44284,209,193,-87.7023,5.97955
3.84427,177,164,-87.4768,5.95955
4.0041,195,174,-87.43,5.93955
5.03799,222,205,-87.5479,5.90955
4.27112,284,269,-87.1191,5.92955
3.36386,248,232,-87.1538,5.96955
4.62448,242,226,-87.4225,5.91955
4.80029,238,219,-87.6599,5.91955
3.28452,233,220,-87.2551,5.97955
3.40017,169,150,-87.952,5.97955
3.47534,150,134,-87.5903,5.96955
2.91499,209,193,-87.3469,5.99955
3.61211,177,163,-87.6928,5.96955
3.53346,270,253,-87.4071,5.96955
2.88493,233,221,-87.2407,5.99955
4.48516,240,221,-87.6574,5.92955
3.79643,170,156,-87.663,5.95955
3.33379,259,236,-88.0443,5.97955
4.76519,186,170,-87.3149,5.91955
2.97488,204,191,-87.3816,5.99955
4.58114,197,184,-87.2857,5.92955
4.52563,241,227,-87.1356,5.92955
2.63066,223,207,-87.1505,5.99955
4.08681,172,160,-87.3433,5.94955
3.93642,223,210,-87.3964,5.95955
4.95739,228,210,-87.4896,5.90955
4.20417,277,258,-87.5712,5.93955
3.84639,258,240,-87.3071,5.94955
4.76375,289,275,-87.0973,5.91955
4.16617,224,209,-87.4397,5.94955
4.95702,167,155,-87.3357,5.91955
3.06084,168,155,-87.2611,5.98955
4.35126,159,145,-87.5147,5.93955
3.12905,258,237,-87.917,5.98955
2.4528,242,229,-87.4878,5.99955
3.06294,231,219,-87.4585,5.99955
3.20714,241,228,-87.4376,5.98955
3.99431,264,251,-87.1508,5.94955
3.68847,231,216,-87.7798,5.96955
2.75307,203,186,-87.9116,5.99955
3.51388,252,235,-87.9699,5.96955
4.51831,204,193,-87.2818,5.92955
2.874,194,176,-87.5885,5.99955
2.69606,172,157,-87.345,5.99955
4.44826,209,192,-87.6662,5.93955
2.70868,200,183,-87.5286,5.99955
3.74857,194,179,-87.4348,5.95955
2.95296,170,151,-87.897,5.99955
4.60416,227,204,-88.0269,5.92955
3.34192,249,234,-87.0979,5.96955
2.5449,195,180,-87.6412,5.99955
3.33285,245,229,-87.4383,5.97955
4.66242,211,196,-87.2882,5.91955
3.4808,217,204,-87.1575,5.96955
3.98015,184,170,-87.3366,5.94955
4.1278,202,186,-87.494,5.94955
3.70013,263,246,-87.6637,5.95955
2.90186,227,212,-87.4856,5.99955
2.55691,228,215,-87.3381,5.99955
4.51835,218,202,-87.5691,5.92955
4.35166,271,255,-87.5538,5.93955
3.83656,243,230,-87.2981,5.95955
2.95818,167,153,-87.2901,5.98955
4.65971,246,228,-87.4466,5.91955
3.0334,229,210,-87.6965,5.98955
4.3256,183,171,-87.2536,5.93955
2.70173,202,187,-87.5388,5.99955
3.71302,262,237,-87.8027,5.95955
